root,count,forms
جلو,5,تَجَلَّىٰ(2);جَلَآءَ(1);جَلَّىٰ(1);يُجَلِّي(1)
جوز,5,جَاوَزَ(2);جَٰوَزْ(2);نَتَجَاوَزُ(1)
جوع,5,جُوعٍ(2);جُوعِ(2);تَجُوعَ(1)
حرص,5,حَرَصْ(2);أَحْرَصَ(1);تَحْرِصْ(1);حَرِيصٌ(1)
حسد,5,تَحْسُدُ(1);حَاسِدٍ(1);حَسَدًا(1);حَسَدَ(1);يَحْسُدُ(1)
حصب,5,حَاصِبًا(4);حَصَبُ(1)
حوت,5,حُوتَ(2);حُوتُ(1);حُوتِ(1);حِيتَانُ(1)
حيص,5,مَّحِيصٍ(4);مَحِيصًا(1)
خدع,5,يَخْدَعُ(2);يُخَٰدِعُ(2);خَٰدِعُ(1)
خرص,5,يَخْرُصُ(3);تَخْرُصُ(1);خَرَّٰصُونَ(1)
خطو,5,خُطُوَٰتِ(5)
خنزر,5,خِنزِيرِ(3);خَنَازِيرَ(1);خِنزِيرٍ(1)
خوي,5,خَاوِيَةٌ(3);خَاوِيَةًۢ(1);خَاوِيَةٍ(1)
خيب,5,خَابَ(4);خَآئِبِينَ(1)
درأ,5,يَدْرَءُ(2);يَدْرَؤُا۟(1);ٱدَّٰرَْٰٔ(1);ٱدْرَءُ(1)
دهن,5,تُدْهِنُ(1);دُّهْنِ(1);دِّهَانِ(1);مُّدْهِنُونَ(1);يُدْهِنُ(1)
ذرع,5,ذَرْعًا(2);ذَرْعُ(1);ذِرَاعًا(1);ذِرَاعَيْ(1)
ذمم,5,ذِمَّةً(2);مَذْمُومًا(2);مَذْمُومٌ(1)
ربط,5,رَابِطُ(1);رَبَطْ(1);رَّبَطْ(1);رِّبَاطِ(1);يَرْبِطَ(1)
رعب,5,رُّعْبَ(4);رُعْبًا(1)
رفق,5,مُرْتَفَقًا(2);رَفِيقًا(1);مَرَافِقِ(1);مِّرْفَقًا(1)
زهق,5,تَزْهَقَ(2);زَاهِقٌ(1);زَهَقَ(1);زَهُوقًا(1)
سبط,5,أَسْبَاطِ(3);أَسْبَاطًا(1);أَسْبَاطَ(1)
سدس,5,سُّدُسُ(3);سَادِسُ(2)
سنبل,5,سُنۢبُلَٰتٍ(2);سَنَابِلَ(1);سُنۢبُلَةٍ(1);سُنۢبُلِ(1)
شتت,5,شَتَّىٰ(3);أَشْتَاتًا(2)
شحح,5,أَشِحَّةً(2);شُحَّ(2);شُّحَّ(1)
شرح,5,شَرَحَ(2);نَشْرَحْ(1);يَشْرَحْ(1);ٱشْرَحْ(1)
شرع,5,شَرَعَ(1);شَرَعُ(1);شَرِيعَةٍ(1);شُرَّعًا(1);شِرْعَةً(1)
شطر,5,شَطْرَ(5)
شهب,5,شِهَابٌ(2);شُهُبًا(1);شِهَابًا(1);شِهَابٍ(1)
صبب,5,صَبَبْ(1);صَبًّا(1);صَبَّ(1);صُبُّ(1);يُصَبُّ(1)
صدع,5,صَّدْعِ(1);مُّتَصَدِّعًا(1);يَصَّدَّعُ(1);يُصَدَّعُ(1);ٱصْدَعْ(1)
صدف,5,يَصْدِفُ(3);صَدَفَ(1);صَّدَفَيْنِ(1)
صرخ,5,صَرِيخَ(1);مُصْرِخِ(1);مُصْرِخِىَّ(1);يَسْتَصْرِخُ(1);يَصْطَرِخُ(1)
صفر,5,مُصْفَرًّا(3);صَفْرَآءُ(1);صُفْرٌ(1)
صنم,5,أَصْنَامًا(2);أَصْنَامٍ(1);أَصْنَامَ(1);أَصْنَٰمَ(1)
طرد,5,طَارِدِ(2);تَطْرُدَ(1);تَطْرُدِ(1);طَرَد(1)
طمس,5,طَمَسْ(2);طُمِسَتْ(1);نَّطْمِسَ(1);ٱطْمِسْ(1)
طوي,5,طُوًى(2);طَىِّ(1);مَطْوِيَّٰتٌۢ(1);نَطْوِى(1)
عتب,5,يُسْتَعْتَبُ(3);مُعْتَبِينَ(1);يَسْتَعْتِبُ(1)
عثو,5,تَعْثَ(5)
عصب,5,عُصْبَةٌ(3);عَصِيبٌ(1);عُصْبَةِ(1)
عصر,5,أَعْصِرُ(1);إِعْصَارٌ(1);عَصْرِ(1);مُعْصِرَٰتِ(1);يَعْصِرُ(1)
عمم,5,عَمَّٰتِ(2);أَعْمَٰمِ(1);عَمَّٰتُ(1);عَمِّ(1)
عنت,5,عَنِ(3);أَعْنَتَ(1);عَنَتَ(1)
غوث,5,تَسْتَغِيثُ(1);يَسْتَغِيثَ(1);يَسْتَغِيثُ(1);يُغَاثُ(1);ٱسْتَغَٰثَ(1)
فرد,5,فَرْدًا(3);فُرَٰدَىٰ(2)
فوت,5,فَاتَ(3);تَفَٰوُتٍ(1);فَوْتَ(1)
فوج,5,أَفْوَاجًا(2);فَوْجٌ(2);فَوْجًا(1)
قتر,5,قَتَرٌ(1);قَتَرَةٌ(1);قَتُورًا(1);مُقْتِرِ(1);يَقْتُرُ(1)
قدد,5,قُدَّ(3);قَدَّتْ(1);قِدَدًا(1)
قرع,5,قَارِعَةُ(3);قَارِعَةٌ(1);قَارِعَةِ(1)
قرف,5,يَقْتَرِفُ(2);مُّقْتَرِفُونَ(1);يَقْتَرِفْ(1);ٱقْتَرَفْ(1)
قصو,5,أَقْصَا(3);قَصِيًّا(1);قُصْوَىٰ(1)
قطر,5,أَقْطَارِ(2);قَطِرَانٍ(1);قِطْرًا(1);قِطْرِ(1)
قفو,5,قَفَّيْ(4);تَقْفُ(1)
كسف,5,كِسَفًا(4);كِسْفًا(1)
كسو,5,كِسْوَتُ(2);كَسَوْ(1);نَكْسُو(1);ٱكْسُ(1)
كمل,5,أَكْمَلْ(1);تُكْمِلُ(1);كَامِلَةً(1);كَامِلَةٌ(1);كَامِلَيْنِ(1)
كوكب,5,كَوْكَبًا(2);كَوَاكِبُ(1);كَوَاكِبِ(1);كَوْكَبٌ(1)
لزم,5,أَلْزَمَ(1);أَلْزَمْ(1);لِزَامًا(1);لِزَامًۢا(1);نُلْزِمُ(1)
لمس,5,لَٰمَسْ(2);لَمَسُ(1);لَمَسْ(1);ٱلْتَمِسُ(1)
لوي,5,تَلْ(1);تَلْوُ(1);لَوَّ(1);لَيًّۢا(1);يَلْ(1)
لين,5,أَلَ(1);تَلِينُ(1);لِن(1);لَّيِّنًا(1);لِّينَةٍ(1)
مرد,5,مَرَدُ(1);مَّارِدٍ(1);مَّرِيدًا(1);مَّرِيدٍ(1);مُّمَرَّدٌ(1)
مصر,5,مِصْرَ(3);مِصْرًا(1);مِّصْرَ(1)
مضي,5,أَمْضِىَ(1);مَضَتْ(1);مَضَىٰ(1);مُضِيًّا(1);ٱمْضُ(1)
ميد,5,تَمِيدَ(3);مَآئِدَةً(2)
نسف,5,نَسْفًا(2);نَنسِفَ(1);نُسِفَتْ(1);يَنسِفُ(1)
نشز,5,ٱنشُزُ(2);نُشُوزًا(1);نُشُوزَ(1);نُنشِزُ(1)
نفد,5,تَنفَدَ(1);نَفِدَ(1);نَفِدَتْ(1);نَّفَادٍ(1);يَنفَدُ(1)
نقذ,5,أَنقَذَ(1);تُنقِذُ(1);يَسْتَنقِذُ(1);يُنقَذُ(1);يُنقِذُ(1)
نكل,5,نَكَٰلًا(2);أَنكَالًا(1);تَنكِيلًا(1);نَكَالَ(1)
هزز,5,تَهْتَزُّ(2);ٱهْتَزَّتْ(2);هُزِّ(1)
هلل,5,أُهِلَّ(4);أَهِلَّةِ(1)
وجل,5,وَجِلَتْ(2);تَوْجَلْ(1);وَجِلَةٌ(1);وَجِلُونَ(1)
وزع,5,يُوزَعُ(3);أَوْزِعْ(2)
وسط,5,أَوْسَطُ(1);أَوْسَطِ(1);وَسَطًا(1);وَسَطْ(1);وُسْطَىٰ(1)
وسوس,5,وَسْوَسَ(2);تُوَسْوِسُ(1);وَسْوَاسِ(1);يُوَسْوِسُ(1)
أفل,4,أَفَلَ(2);ءَافِلِينَ(1);أَفَلَتْ(1)
أمد,4,أَمَدًا(2);أَمَدًۢا(1);أَمَدُ(1)
بدع,4,بَدِيعُ(2);بِدْعًا(1);ٱبْتَدَعُ(1)
بول,4,بَالَ(2);بَالُ(2)
تبب,4,تَبَابٍ(1);تَبَّ(1);تَبَّتْ(1);تَتْبِيبٍ(1)
جدر,4,أَجْدَرُ(1);جُدُرٍۭ(1);جِدَارًا(1);جِدَارُ(1)
جرح,4,جَرَحْ(1);جَوَارِحِ(1);جُرُوحَ(1);ٱجْتَرَحُ(1)
جسد,4,جَسَدًا(4)
جهز,4,جَهَازِ(2);جَهَّزَ(2)
حمأ,4,حَمَإٍ(3);حَمِئَةٍ(1)
حيض,4,مَحِيضِ(3);يَحِضْ(1)
خرق,4,تَخْرِقَ(1);خَرَقَ(1);خَرَقُ(1);خَرَقْ(1)
خسأ,4,خَٰسِـِٔينَ(2);خَاسِئًا(1);ٱخْسَـُٔ(1)
خصص,4,يَخْتَصُّ(2);خَآصَّةً(1);خَصَاصَةٌ(1)
خفض,4,ٱخْفِضْ(3);خَافِضَةٌ(1)
دحر,4,مَّدْحُورًا(3);دُحُورًا(1)
دحض,4,يُدْحِضُ(2);دَاحِضَةٌ(1);مُدْحَضِينَ(1)
دخر,4,دَٰخِرُونَ(2);دَاخِرِينَ(1);دَٰخِرِينَ(1)
درر,4,مِّدْرَارًا(3);دُرِّىٌّ(1)
دلو,4,أَدْلَىٰ(1);تَدَلَّىٰ(1);تُدْلُ(1);دَلْوَ(1)
رتل,4,تَرْتِيلًا(2);رَتَّلْ(1);رَتِّلِ(1)
رحب,4,رَحُبَتْ(2);مَرْحَبًۢا(2)
رحل,4,رَحْلِ(2);رِحَالِ(1);رِحْلَةَ(1)
رذل,4,أَرْذَلِ(2);أَرَاذِلُ(1);أَرْذَلُونَ(1)
رقي,4,تَرْقَىٰ(1);رَاقٍ(1);رُقِيِّ(1);يَرْتَقُ(1)
ركن,4,تَرْكَنُ(2);رُكْنٍ(1);رُكْنِ(1)
زخرف,4,زُخْرُفَ(2);زُخْرُفًا(1);زُخْرُفٍ(1)
زلل,4,أَزَلَّ(1);تَزِلَّ(1);زَلَلْ(1);ٱسْتَزَلَّ(1)
زول,4,تَزُولَ(2);زَالَ(1);زَوَالٍ(1)
سجل,4,سِجِّيلٍ(3);سِّجِلِّ(1)
سحت,4,سُّحْتَ(2);سُّحْتِ(1);يُسْحِتَ(1)
سخط,4,أَسْخَطَ(1);سَخَطٍ(1);سَخِطَ(1);يَسْخَطُ(1)
سدر,4,سِدْرٍ(2);سِدْرَةِ(1);سِّدْرَةَ(1)
سرب,4,سَارِبٌۢ(1);سَرَابًا(1);سَرَابٍۭ(1);سَرَبًا(1)
سرج,4,سِرَاجًا(3);سِرَٰجًا(1)
سفح,4,مُسَٰفِحِينَ(2);مُسَٰفِحَٰتٍ(1);مَّسْفُوحًا(1)
سفن,4,سَّفِينَةِ(2);سَفِينَةٍ(1);سَّفِينَةُ(1)
سقف,4,سَقْفًا(1);سُقُفًا(1);سَّقْفُ(1);سَّقْفِ(1)
سلح,4,أَسْلِحَتَ(3);أَسْلِحَتِ(1)
سمر,4,سَّامِرِىُّ(2);سَٰمِرًا(1);سَٰمِرِىُّ(1)
سمم,4,سَّمُومِ(2);سَمُومٍ(1);سَمِّ(1)
سمن,4,سِمَانٍ(2);سَمِينٍ(1);يُسْمِنُ(1)
سول,4,سَوَّلَتْ(3);سَوَّلَ(1)
سيل,4,أَسَلْ(1);سَالَتْ(1);سَيْلَ(1);سَّيْلُ(1)
شأن,4,شَأْنٍ(2);شَأْنٌ(1);شَأْنِ(1)
شور,4,أَشَارَتْ(1);تَشَاوُرٍ(1);شَاوِرْ(1);شُورَىٰ(1)
شيخ,4,شَيْخًا(2);شَيْخٌ(1);شُيُوخًا(1)
صرح,4,صَرْحًا(2);صَرْحٌ(1);صَّرْحَ(1)
صلصل,4,صَلْصَٰلٍ(4)
طبق,4,طِبَاقًا(2);طَبَقًا(1);طَبَقٍ(1)
طفل,4,طِفْلًا(2);أَطْفَٰلُ(1);طِّفْلِ(1)
طلب,4,طَلَبًا(1);طَّالِبُ(1);مَطْلُوبُ(1);يَطْلُبُ(1)
طوق,4,طَاقَةَ(2);يُطَوَّقُ(1);يُطِيقُ(1)
عجم,4,أَعْجَمِىٌّ(1);أَعْجَمِينَ(1);أَعْجَمِيًّا(1);ا۬عْجَمِىٌّ(1)
عفف,4,يَسْتَعْفِفْ(2);تَّعَفُّفِ(1);يَسْتَعْفِفِ(1)
عقم,4,عَقِيمًا(1);عَقِيمٌ(1);عَقِيمٍ(1);عَقِيمَ(1)
عور,4,عَوْرَةٌ(1);عَوْرَةٍ(1);عَوْرَٰتٍ(1);عَوْرَٰتِ(1)
غسق,4,غَاسِقٍ(1);غَسَقِ(1);غَسَّاقًا(1);غَسَّاقٌ(1)
غسل,4,تَغْتَسِلُ(1);غِسْلِينٍ(1);مُغْتَسَلٌۢ(1);ٱغْسِلُ(1)
غضض,4,يَغُضُّ(2);يَغْضُضْ(1);ٱغْضُضْ(1)
غمر,4,غَمْرَةٍ(2);غَمَرَٰتِ(1);غَمْرَتِ(1)
غور,4,غَوْرًا(2);غَارِ(1);مَغَٰرَٰتٍ(1)
غيث,4,غَيْثَ(2);غَيْثٍ(1);يُغَاثُ(1)
فشل,4,فَشِلْ(2);تَفْشَلَ(1);تَفْشَلُ(1)
فلق,4,فَالِقُ(2);فَلَقِ(1);ٱنفَلَقَ(1)
فور,4,فَارَ(2);تَفُورُ(1);فَوْرِ(1)
قلد,4,قَلَٰٓئِدَ(2);مَقَالِيدُ(2)
قلم,4,قَلَمِ(2);أَقْلَٰمٌ(1);أَقْلَٰمَ(1)
قنطر,4,قَنَٰطِيرِ(1);قِنطَارًا(1);قِنطَارٍ(1);مُقَنطَرَةِ(1)
كرب,4,كَرْبِ(3);كَرْبٍ(1)
كعب,4,كَعْبَةَ(1);كَعْبَةِ(1);كَعْبَيْنِ(1);كَوَاعِبَ(1)
كوب,4,أَكْوَابٍ(3);أَكْوَابٌ(1)
لجج,4,لَجُّ(1);لُجَّةً(1);لَّجُّ(1);لُّجِّىٍّ(1)
لمز,4,يَلْمِزُ(2);تَلْمِزُ(1);لُّمَزَةٍ(1)
مجد,4,مَّجِيدٌ(2);مَجِيدُ(1);مَجِيدِ(1)
مزق,4,مُمَزَّقٍ(2);مَزَّقْ(1);مُزِّقْ(1)
مهن,4,مَّهِينٍ(3);مَهِينٌ(1)
ميز,4,يَمِيزَ(2);تَمَيَّزُ(1);ٱمْتَٰزُ(1)
نحت,4,تَنْحِتُ(3);يَنْحِتُ(1)
نسخ,4,نَسْتَنسِخُ(1);نَنسَخْ(1);نُسْخَتِ(1);يَنسَخُ(1)
نسل,4,يَنسِلُ(2);نَسْلَ(1);نَّسْلَ(1)
نصي,4,نَاصِيَةٍ(1);نَاصِيَتِ(1);نَّاصِيَةِ(1);نَّوَٰصِى(1)
نعج,4,نَعْجَةً(1);نَعْجَةٌ(1);نَعْجَتِ(1);نِعَاجِ(1)
نفل,4,نَافِلَةً(2);أَنفَالُ(1);أَنفَالِ(1)
نقر,4,نَقِيرًا(2);نُقِرَ(1);نَّاقُورِ(1)
نمل,4,أَنَامِلَ(1);نَمْلَةٌ(1);نَّمْلُ(1);نَّمْلِ(1)
هات,4,هَاتُ(4)
هنأ,4,هَنِيٓـًٔۢا(3);هَنِيٓـًٔا(1)
هيأ,4,هَيْـَٔةِ(2);هَيِّئْ(1);يُهَيِّئْ(1)
ودع,4,دَعْ(1);مُسْتَوْدَعٌ(1);مُسْتَوْدَعَ(1);وَدَّعَ(1)
ورق,4,وَرَقِ(2);وَرَقَةٍ(1);وَرِقِ(1)
وفق,4,تَوْفِيقًا(1);تَوْفِيقِ(1);وِفَاقًا(1);يُوَفِّقِ(1)
وقف,4,وُقِفُ(2);قِفُ(1);مَوْقُوفُونَ(1)
يبس,4,يَابِسَٰتٍ(2);يَابِسٍ(1);يَبَسًا(1)
أبل,3,إِبِلِ(2);أَبَابِيلَ(1)
أجج,3,أُجَاجٌ(2);أُجَاجًا(1)
أزف,3,ءَازِفَةُ(1);ءَازِفَةِ(1);أَزِفَتِ(1)
أسس,3,أَسَّسَ(2);أُسِّسَ(1)
أصر,3,إِصْرًا(1);إِصْرَ(1);إِصْرِ(1)
أفف,3,أُفٍّ(3)
أفق,3,أُفُقِ(2);ءَافَاقِ(1)
أنف,3,ءَانِفًا(1);أَنفَ(1);أَنفِ(1)
بذر,3,تَبْذِيرًا(1);تُبَذِّرْ(1);مُبَذِّرِينَ(1)
برح,3,أَبْرَحَ(1);أَبْرَحُ(1);نَّبْرَحَ(1)
برزخ,3,بَرْزَخٌ(2);بَرْزَخًا(1)
بهج,3,بَهِيجٍ(2);بَهْجَةٍ(1)
بهم,3,بَهِيمَةِ(2);بَهِيمَةُ(1)
ثلل,3,ثُلَّةٌ(3)
جأر,3,تَجْـَٔرُ(2);يَجْـَٔرُ(1)
جثو,3,جِثِيًّا(2);جَاثِيَةً(1)
جدث,3,أَجْدَاثِ(3)
جذع,3,جِذْعِ(2);جُذُوعِ(1)
جزأ,3,جُزْءًا(2);جُزْءٌ(1)
جيب,3,جَيْبِ(2);جُيُوبِ(1)
حدق,3,حَدَآئِقَ(3)
حرض,3,حَرِّضِ(2);حَرَضًا(1)
حضض,3,يَحُضُّ(2);تَحَٰٓضُّ(1)
حفو,3,حَفِىٌّ(1);حَفِيًّا(1);يُحْفِ(1)
حلق,3,تَحْلِقُ(1);حُلْقُومَ(1);مُحَلِّقِينَ(1)
حوج,3,حَاجَةً(3)
خبت,3,أَخْبَتُ(1);تُخْبِتَ(1);مُخْبِتِينَ(1)
خذل,3,خَذُولًا(1);مَّخْذُولًا(1);يَخْذُلْ(1)
خفت,3,يَتَخَٰفَتُ(2);تُخَافِتْ(1)
خيط,3,خَيْطُ(1);خَيْطِ(1);خِيَاطِ(1)
دعع,3,دَعًّا(1);يَدُعُّ(1);يُدَعُّ(1)
ذأب,3,ذِّئْبُ(3)
ذرو,3,تَذْرُو(1);ذَرْوًا(1);ذَّٰرِيَٰتِ(1)
ذقن,3,أَذْقَانِ(3)
ردف,3,رَدِفَ(1);رَّادِفَةُ(1);مُرْدِفِينَ(1)
رغد,3,رَغَدًا(3)
رقم,3,مَّرْقُومٌ(2);رَّقِيمِ(1)
ركض,3,تَرْكُضُ(1);يَرْكُضُ(1);ٱرْكُضْ(1)
ركم,3,رُكَامًا(1);مَّرْكُومٌ(1);يَرْكُمَ(1)
رمن,3,رُّمَّانَ(2);رُمَّانٌ(1)
رهط,3,رَهْطٍ(1);رَهْطُ(1);رَهْطِ(1)
رهن,3,رَهِينٌ(1);رَهِينَةٌ(1);رِهَٰنٌ(1)
روغ,3,رَاغَ(3)
زبد,3,زَبَدًا(1);زَبَدٌ(1);زَّبَدُ(1)
زجو,3,يُزْجِى(2);مُّزْجَىٰةٍ(1)
زفر,3,زَفِيرٌ(2);زَفِيرًا(1)
زقم,3,زَّقُّومِ(2);زَقُّومٍ(1)
سأم,3,يَسْـَٔمُ(2);تَسْـَٔمُ(1)
ستر,3,تَسْتَتِرُ(1);سِتْرًا(1);مَّسْتُورًا(1)
سجر,3,سُجِّرَتْ(1);مَسْجُورِ(1);يُسْجَرُ(1)
سربل,3,سَرَٰبِيلَ(2);سَرَابِيلُ(1)
سلخ,3,ٱنسَلَخَ(2);نَسْلَخُ(1)
سلسل,3,سَلَٰسِلَا۟(1);سِلْسِلَةٍ(1);سَّلَٰسِلُ(1)
سلل,3,سُلَٰلَةٍ(2);يَتَسَلَّلُ(1)
سلو,3,سَّلْوَىٰ(3)
سوغ,3,سَآئِغًا(1);سَآئِغٌ(1);يُسِيغُ(1)
سيح,3,سَٰٓئِحَٰتٍ(1);سِيحُ(1);سَّٰٓئِحُونَ(1)
شأم,3,مَشْـَٔمَةِ(3)
شحن,3,مَشْحُونِ(3)
شطط,3,شَطَطًا(2);تُشْطِطْ(1)
شكو,3,أَشْكُوا۟(1);تَشْتَكِىٓ(1);مِشْكَوٰةٍ(1)
شنأ,3,شَنَـَٔانُ(2);شَانِئَ(1)
شيب,3,شَيْبًا(1);شَيْبَةً(1);شِيبًا(1)
صبأ,3,صَّٰبِـِٔينَ(2);صَّٰبِـُٔونَ(1)
صبغ,3,صِبْغٍ(1);صِبْغَةً(1);صِبْغَةَ(1)
صبو,3,صَبِيًّا(2);أَصْبُ(1)
صخر,3,صَخْرَةٍ(1);صَّخْرَ(1);صَّخْرَةِ(1)
صرصر,3,صَرْصَرًا(2);صَرْصَرٍ(1)
صرم,3,صَٰرِمِينَ(1);صَّرِيمِ(1);يَصْرِمُ(1)
ضجع,3,مَضَاجِعِ(3)
ضغث,3,أَضْغَٰثُ(2);ضِغْثًا(1)
طفأ,3,يُطْفِـُٔ(2);أَطْفَأَ(1)
طفق,3,طَفِقَ(3)
ظمأ,3,تَظْمَؤُا۟(1);ظَمَأٌ(1);ظَّمْـَٔانُ(1)
عبس,3,عَبَسَ(2);عَبُوسًا(1)
عرو,3,عُرْوَةِ(2);ٱعْتَرَىٰ(1)
عري,3,عَرَآءِ(2);تَعْرَىٰ(1)
عزر,3,تُعَزِّرُ(1);عَزَّرُ(1);عَزَّرْ(1)
عير,3,عِيرُ(2);عِيرَ(1)
فتر,3,فَتْرَةٍ(1);يَفْتُرُ(1);يُفَتَّرُ(1)
فتل,3,فَتِيلًا(3)
فجج,3,فِجَاجًا(2);فَجٍّ(1)
فرت,3,فُرَاتٌ(2);فُرَاتًا(1)
فزز,3,يَسْتَفِزَّ(1);يَسْتَفِزُّ(1);ٱسْتَفْزِزْ(1)
فسح,3,تَفَسَّحُ(1);يَفْسَحِ(1);ٱفْسَحُ(1)
فقد,3,تَفَقَّدَ(1);تَفْقِدُ(1);نَفْقِدُ(1)
قبس,3,قَبَسٍ(2);نَقْتَبِسْ(1)
قرح,3,قَرْحٌ(2);قَرْحُ(1)
قرد,3,قِرَدَةً(2);قِرَدَةَ(1)
كبت,3,كُبِتَ(1);كُبِتُ(1);يَكْبِتَ(1)
كور,3,يُكَوِّرُ(2);كُوِّرَتْ(1)
لجأ,3,مَلْجَأَ(1);مَلْجَـًٔا(1);مَّلْجَإٍ(1)
لذذ,3,تَلَذُّ(1);لَذَّةٍ(1);لَّذَّةٍ(1)
لفت,3,يَلْتَفِتْ(2);تَلْفِتَ(1)
لفف,3,أَلْفَافًا(1);لَفِيفًا(1);ٱلْتَفَّتِ(1)
لفو,3,أَلْفَ(1);أَلْفَيَ(1);أَلْفَيْ(1)
لقف,3,تَلْقَفُ(2);تَلْقَفْ(1)
لهب,3,لَهَبٍ(2);لَّهَبِ(1)
متن,3,مَتِينٌ(2);مَتِينُ(1)
محو,3,مَحَوْ(1);يَمْحُ(1);يَمْحُوا۟(1)
مرح,3,مَرَحًا(2);تَمْرَحُ(1)
مزج,3,مِزَاجُ(3)
مضغ,3,مُضْغَةً(1);مُضْغَةَ(1);مُّضْغَةٍ(1)
مور,3,تَمُورُ(2);مَوْرًا(1)
نأي,3,نَـَٔا(2);يَنْـَٔ(1)
نثر,3,مَّنثُورًا(2);ٱنتَثَرَتْ(1)
نحس,3,نَحْسٍ(1);نُحَاسٌ(1);نَّحِسَاتٍ(1)
نسب,3,نَسَبًا(2);أَنسَابَ(1)
نضد,3,مَّنضُودٍ(2);نَّضِيدٌ(1)
نضر,3,نَضْرَةً(1);نَضْرَةَ(1);نَّاضِرَةٌ(1)
نفذ,3,تَنفُذُ(2);ٱنفُذُ(1)
نقب,3,نَقِيبًا(1);نَقَّبُ(1);نَقْبًا(1)
نكس,3,نَاكِسُوا۟(1);نُكِسُ(1);نُنَكِّسْ(1)
نكف,3,يَسْتَنكِفَ(1);يَسْتَنكِفْ(1);ٱسْتَنكَفُ(1)
هزم,3,مَهْزُومٌ(1);هَزَمُ(1);يُهْزَمُ(1)
هطع,3,مُهْطِعِينَ(2);مُّهْطِعِينَ(1)
همز,3,هَمَزَٰتِ(1);هَمَّازٍ(1);هُمَزَةٍ(1)
وتد,3,أَوْتَادِ(2);أَوْتَادًا(1)
وتر,3,تَتْرَا(1);وَتْرِ(1);يَتِرَ(1)
وثن,3,أَوْثَٰنًا(2);أَوْثَٰنِ(1)
وجس,3,أَوْجَسَ(3)
وصد,3,مُّؤْصَدَةٌ(1);مُّؤْصَدَةٌۢ(1);وَصِيدِ(1)
أثث,2,أَثَٰثًا(2)
أرب,2,إِرْبَةِ(1);مَـَٔارِبُ(1)
أزر,2,أَزْرِ(1);ـَٔازَرَ(1)
أزز,2,أَزًّا(1);تَؤُزُّ(1)
أشر,2,أَشِرٌ(1);أَشِرُ(1)
ألل,2,إِلًّا(2)
أمل,2,أَمَلًا(1);أَمَلُ(1)
أمو,2,أَمَةٌ(1);إِمَآئِ(1)
أوه,2,أَوَّٰهٌ(2)
بتل,2,تَبَتَّلْ(1);تَبْتِيلًا(1)
بخع,2,بَٰخِعٌ(2)
بدن,2,بَدَنِ(1);بُدْنَ(1)
برص,2,أَبْرَصَ(2)
برم,2,أَبْرَمُ(1);مُبْرِمُونَ(1)
بزغ,2,بَازِغًا(1);بَازِغَةً(1)
بسر,2,بَاسِرَةٌ(1);بَسَرَ(1)
بسس,2,بَسًّا(1);بُسَّتِ(1)
بسل,2,أُبْسِلُ(1);تُبْسَلَ(1)
بطر,2,بَطَرًا(1);بَطِرَتْ(1)
بعثر,2,بُعْثِرَ(1);بُعْثِرَتْ(1)
بعر,2,بَعِيرٍ(2)
بنن,2,بَنَانٍ(1);بَنَانَ(1)
تور,2,تَارَةً(2)
ثخن,2,أَثْخَن(1);يُثْخِنَ(1)
ثعب,2,ثُعْبَانٌ(2)
ثقب,2,ثَاقِبٌ(1);ثَّاقِبُ(1)
جبب,2,جُبِّ(2)
جذذ,2,جُذَٰذًا(1);مَجْذُوذٍ(1)
جرد,2,جَرَادٌ(1);جَرَادَ(1)
جرز,2,جُرُزًا(1);جُرُزِ(1)
جزع,2,جَزُوعًا(1);جَزِعْ(1)
جسم,2,أَجْسَامُ(1);جِسْمِ(1)
جلب,2,أَجْلِبْ(1);جَلَٰبِيبِ(1)
جلل,2,جَلَٰلِ(2)
جنف,2,جَنَفًا(1);مُتَجَانِفٍ(1)
جني,2,جَنَى(1);جَنِيًّا(1)
جود,2,جُودِىِّ(1);جِيَادُ(1)
حبس,2,تَحْبِسُ(1);يَحْبِسُ(1)
حجز,2,حَاجِزًا(1);حَٰجِزِينَ(1)
حطب,2,حَطَبًا(1);حَطَبِ(1)
حطط,2,حِطَّةٌ(2)
حظر,2,مَحْظُورًا(1);مُحْتَظِرِ(1)
حفر,2,حَافِرَةِ(1);حُفْرَةٍ(1)
حفف,2,حَآفِّينَ(1);حَفَفْ(1)
حقب,2,أَحْقَابًا(1);حُقُبًا(1)
حنث,2,تَحْنَثْ(1);حِنثِ(1)
حنجر,2,حَنَاجِرَ(1);حَنَاجِرِ(1)
حوذ,2,نَسْتَحْوِذْ(1);ٱسْتَحْوَذَ(1)
حوش,2,حَٰشَ(2)
حوي,2,أَحْوَىٰ(1);حَوَايَآ(1)
خبل,2,خَبَالًا(2)
خدد,2,أُخْدُودِ(1);خَدَّ(1)
خدن,2,أَخْدَانٍ(2)
خرب,2,خَرَابِ(1);يُخْرِبُ(1)
